名称,总阅读数,总鲜花数,总催更票数,总打赏(单位万),总月票数,总分享次数,评分,好评人数,小说分类
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,585186,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,665909,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,798395,558,52.8万,1005,7,10,43977人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1377150,258902,24,8164,235,0,10,20693人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1358674,295753,247,8.5万,239,1,10,24238人,军事历史
大秦：从弃婴到千古一帝,3910130,1003604,525,88.9万,460,0,10,51955人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1290830,312174,104,1.5万,352,0,10,20885人,军事历史
快苟到仙王的我，被诸天视频曝光,1936702,366516,182,18.2万,298,1,10,28816人,玄幻奇幻
拍摄特一，百万考生报名参军,1030596,143416,18,15.4万,62,1,10,5370人,军事历史
田径：我，短跑之王,1277663,349655,87,32.1万,323,1,10,18424人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,774054,249813,85,53.2万,271,1,10,13993人,同人小说
人人一颗星球：开局打造科技文明,2641720,776552,669,8.1万,584,2,10,51869人,玄幻奇幻
四合院：我养毒宠，都别惹我,327433,28252,0,1964,40,0,10,2567人,同人小说
全球杀戮：开局觉醒sss级天赋,5119649,1838901,1347,67.3万,542,2,10,132963人,玄幻奇幻
十绝阵被破，申公豹请我出山,1960380,211054,97,3288,81,1,10,18637人,玄幻奇幻
武侠：开局娶黄蓉，签到大雪龙骑,705164,440461,46,25.5万,277,0,10,26394人,武侠仙侠
体内弹片误触警报，一身伤疤曝光,2414502,147007,224,5376,37,1,10,9208人,军事历史
我要做昏君！败坏国运我能成仙！,1722855,177137,113,21.8万,160,0,10,16759人,军事历史
全民转职：开局全点防御天赋,1071636,397539,84,42.7万,322,0,10,17607人,都市言情
长白山宣传片，你拍盗笔是什么鬼？,982045,100917,119,13.7万,81,0,10,8394人,都市言情
四合院：禽兽都滚，谁惹坑谁,461565,54545,5,6.1万,23,0,10,3612人,同人小说
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,585186,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,665909,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,798395,558,52.8万,1005,7,10,43977人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1377150,258902,24,8164,235,0,10,20693人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1358674,295753,247,8.5万,239,1,10,24238人,军事历史
大秦：从弃婴到千古一帝,3910130,1003604,525,88.9万,460,0,10,51955人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1289867,311685,103,1.5万,349,0,10,20754人,军事历史
快苟到仙王的我，被诸天视频曝光,1936702,366477,182,18.2万,298,1,10,28809人,玄幻奇幻
拍摄特一，百万考生报名参军,1030596,143416,18,15.4万,62,1,10,5370人,军事历史
田径：我，短跑之王,1277663,349655,87,32.1万,323,1,10,18424人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,774054,249813,85,53.2万,271,1,10,13993人,同人小说
人人一颗星球：开局打造科技文明,2641720,776552,669,8.1万,584,2,10,51869人,玄幻奇幻
四合院：我养毒宠，都别惹我,327683,28252,0,1964,40,0,10,2567人,同人小说
全球杀戮：开局觉醒sss级天赋,5119649,1838901,1347,67.3万,542,2,10,132963人,玄幻奇幻
十绝阵被破，申公豹请我出山,1960380,211054,97,3288,81,1,10,18637人,玄幻奇幻
武侠：开局娶黄蓉，签到大雪龙骑,705164,440461,46,25.5万,277,0,10,26394人,武侠仙侠
体内弹片误触警报，一身伤疤曝光,2414502,147007,224,5376,37,1,10,9208人,军事历史
我要做昏君！败坏国运我能成仙！,1722855,177137,113,21.8万,160,0,10,16759人,军事历史
全民转职：开局全点防御天赋,1071636,397539,84,42.7万,322,0,10,17607人,都市言情
长白山宣传片，你拍盗笔是什么鬼？,982045,100917,119,13.7万,81,0,10,8394人,都市言情
四合院：禽兽都滚，谁惹坑谁,461565,54545,5,6.1万,23,0,10,3612人,同人小说
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,584223,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,665909,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,795963,558,52.8万,996,7,10,43851人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1377150,258902,24,8164,235,0,10,20693人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1358674,295753,247,8.5万,239,1,10,24238人,军事历史
大秦：从弃婴到千古一帝,3910130,1003604,525,88.9万,460,0,10,51955人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1289867,311685,103,1.5万,349,0,10,20754人,军事历史
快苟到仙王的我，被诸天视频曝光,1937665,366516,182,18.2万,298,1,10,28816人,玄幻奇幻
拍摄特一，百万考生报名参军,1030596,143416,18,15.4万,62,1,10,5370人,军事历史
田径：我，短跑之王,1278626,349800,87,32.1万,324,1,10,18455人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,774054,249813,85,53.2万,271,1,10,13993人,同人小说
人人一颗星球：开局打造科技文明,2641720,776552,669,8.1万,584,2,10,51869人,玄幻奇幻
四合院：我养毒宠，都别惹我,327683,28252,0,1964,40,0,10,2567人,同人小说
全球杀戮：开局觉醒sss级天赋,5118686,1838467,1347,67.3万,536,2,10,132936人,玄幻奇幻
十绝阵被破，申公豹请我出山,1960380,211054,97,3288,81,1,10,18637人,玄幻奇幻
武侠：开局娶黄蓉，签到大雪龙骑,705164,440461,46,25.5万,277,0,10,26394人,武侠仙侠
体内弹片误触警报，一身伤疤曝光,2414502,147007,224,5376,37,1,10,9208人,军事历史
我要做昏君！败坏国运我能成仙！,1722855,177137,113,21.8万,160,0,10,16759人,军事历史
全民转职：开局全点防御天赋,1072849,397775,84,42.7万,325,0,10,17687人,都市言情
长白山宣传片，你拍盗笔是什么鬼？,983008,100918,119,13.7万,81,0,10,8394人,都市言情
四合院：禽兽都滚，谁惹坑谁,462528,54545,5,6.1万,23,0,10,3612人,同人小说
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,585186,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,665909,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,795963,558,52.8万,996,7,10,43851人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1377150,258902,24,8164,235,0,10,20693人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1358674,295753,247,8.5万,239,1,10,24238人,军事历史
大秦：从弃婴到千古一帝,3909167,1003502,525,88.9万,459,0,10,51945人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1289867,311685,103,1.5万,349,0,10,20754人,军事历史
快苟到仙王的我，被诸天视频曝光,1936702,366516,182,18.2万,298,1,10,28816人,玄幻奇幻
拍摄特一，百万考生报名参军,1030596,143416,18,15.4万,62,1,10,5370人,军事历史
田径：我，短跑之王,1278626,349800,87,32.1万,324,1,10,18455人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,774054,249813,85,53.2万,271,1,10,13993人,同人小说
人人一颗星球：开局打造科技文明,2641720,776552,669,8.1万,584,2,10,51869人,玄幻奇幻
四合院：我养毒宠，都别惹我,327683,28252,0,1964,40,0,10,2567人,同人小说
全球杀戮：开局觉醒sss级天赋,5119649,1838991,1347,67.3万,543,2,10,132964人,玄幻奇幻
十绝阵被破，申公豹请我出山,1960380,211054,97,3288,81,1,10,18637人,玄幻奇幻
武侠：开局娶黄蓉，签到大雪龙骑,705164,440461,46,25.5万,277,0,10,26394人,武侠仙侠
体内弹片误触警报，一身伤疤曝光,2414502,147007,224,5376,37,1,10,9208人,军事历史
我要做昏君！败坏国运我能成仙！,1722855,177137,113,21.8万,160,0,10,16759人,军事历史
全民转职：开局全点防御天赋,1071636,397539,84,42.7万,322,0,10,17607人,都市言情
长白山宣传片，你拍盗笔是什么鬼？,982045,100917,119,13.7万,81,0,10,8394人,都市言情
四合院：禽兽都滚，谁惹坑谁,462528,54545,5,6.1万,23,0,10,3612人,同人小说
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,584223,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,665909,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,795963,558,52.8万,996,7,10,43851人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1378113,259331,24,8164,235,0,10,20788人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1358674,295753,247,8.5万,239,1,10,24238人,军事历史
大秦：从弃婴到千古一帝,3910130,1003604,525,88.9万,460,0,10,51955人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1289867,311763,103,1.5万,352,0,10,20797人,军事历史
快苟到仙王的我，被诸天视频曝光,1936702,366477,182,18.2万,298,1,10,28809人,玄幻奇幻
拍摄特一，百万考生报名参军,1030596,143416,18,15.4万,62,1,10,5370人,军事历史
田径：我，短跑之王,1278626,349800,87,32.1万,324,1,10,18455人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,774054,249813,85,53.2万,271,1,10,13993人,同人小说
人人一颗星球：开局打造科技文明,2641720,776552,669,8.1万,584,2,10,51869人,玄幻奇幻
四合院：我养毒宠，都别惹我,327433,28252,0,1964,40,0,10,2567人,同人小说
全球杀戮：开局觉醒sss级天赋,5118686,1838467,1347,67.3万,536,2,10,132936人,玄幻奇幻
十绝阵被破，申公豹请我出山,1960380,211054,97,3288,81,1,10,18637人,玄幻奇幻
武侠：开局娶黄蓉，签到大雪龙骑,706127,440461,47,25.5万,277,0,10,26394人,武侠仙侠
体内弹片误触警报，一身伤疤曝光,2414502,147007,224,5376,37,1,10,9208人,军事历史
我要做昏君！败坏国运我能成仙！,1722855,177137,113,21.8万,160,0,10,16759人,军事历史
全民转职：开局全点防御天赋,1071636,397539,84,42.7万,322,0,10,17607人,都市言情
长白山宣传片，你拍盗笔是什么鬼？,982045,100917,119,13.7万,81,0,10,8394人,都市言情
四合院：禽兽都滚，谁惹坑谁,462528,54545,5,6.1万,23,0,10,3612人,同人小说
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,585186,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,665909,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,798395,558,52.8万,1005,7,10,43977人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1377150,258902,24,8164,235,0,10,20693人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1357711,295155,247,8.5万,236,1,10,24185人,军事历史
大秦：从弃婴到千古一帝,3909167,1003502,525,88.9万,459,0,10,51945人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1289867,311685,103,1.5万,349,0,10,20754人,军事历史
快苟到仙王的我，被诸天视频曝光,1936702,366516,182,18.2万,298,1,10,28816人,玄幻奇幻
拍摄特一，百万考生报名参军,1030596,143416,18,15.4万,62,1,10,5370人,军事历史
田径：我，短跑之王,1277663,349655,87,32.1万,323,1,10,18424人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,774054,249813,85,53.2万,271,1,10,13993人,同人小说
人人一颗星球：开局打造科技文明,2641720,776552,669,8.1万,584,2,10,51869人,玄幻奇幻
四合院：我养毒宠，都别惹我,327683,28252,0,1964,40,0,10,2567人,同人小说
全球杀戮：开局觉醒sss级天赋,5118686,1838467,1347,67.3万,536,2,10,132936人,玄幻奇幻
十绝阵被破，申公豹请我出山,1960380,211054,97,3288,81,1,10,18637人,玄幻奇幻
武侠：开局娶黄蓉，签到大雪龙骑,705164,440461,46,25.5万,277,0,10,26394人,武侠仙侠
体内弹片误触警报，一身伤疤曝光,2414502,147007,224,5376,37,1,10,9208人,军事历史
我要做昏君！败坏国运我能成仙！,1722855,177137,113,21.8万,160,0,10,16759人,军事历史
全民转职：开局全点防御天赋,1072849,398146,84,42.7万,325,0,10,17754人,都市言情
长白山宣传片，你拍盗笔是什么鬼？,982045,100917,119,13.7万,81,0,10,8394人,都市言情
四合院：禽兽都滚，谁惹坑谁,461565,54545,5,6.1万,23,0,10,3612人,同人小说
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,585186,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,666516,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,798395,558,52.8万,1005,7,10,43977人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1377150,258902,24,8164,235,0,10,20693人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1358674,295753,247,8.5万,239,1,10,24238人,军事历史
大秦：从弃婴到千古一帝,3910130,1003604,525,88.9万,460,0,10,51955人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1289867,311685,103,1.5万,349,0,10,20754人,军事历史
快苟到仙王的我，被诸天视频曝光,1936702,366477,182,18.2万,298,1,10,28809人,玄幻奇幻
拍摄特一，百万考生报名参军,1030596,143416,18,15.4万,62,1,10,5370人,军事历史
田径：我，短跑之王,1277663,349655,87,32.1万,323,1,10,18424人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,774054,249813,85,53.2万,271,1,10,13993人,同人小说
人人一颗星球：开局打造科技文明,2641720,776552,669,8.1万,584,2,10,51869人,玄幻奇幻
四合院：我养毒宠，都别惹我,326470,28252,0,1964,40,0,10,2567人,同人小说
全球杀戮：开局觉醒sss级天赋,5118686,1838467,1347,67.3万,536,2,10,132936人,玄幻奇幻
十绝阵被破，申公豹请我出山,1960380,211054,97,3288,81,1,10,18637人,玄幻奇幻
武侠：开局娶黄蓉，签到大雪龙骑,705164,440461,46,25.5万,277,0,10,26394人,武侠仙侠
体内弹片误触警报，一身伤疤曝光,2414502,147007,224,5376,37,1,10,9208人,军事历史
我要做昏君！败坏国运我能成仙！,1722855,177137,113,21.8万,160,0,10,16759人,军事历史
全民转职：开局全点防御天赋,1072849,397775,84,42.7万,325,0,10,17687人,都市言情
长白山宣传片，你拍盗笔是什么鬼？,982045,100917,119,13.7万,81,0,10,8394人,都市言情
四合院：禽兽都滚，谁惹坑谁,461565,54545,5,6.1万,23,0,10,3612人,同人小说
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,584223,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,666516,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,798395,558,52.8万,1005,7,10,43977人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1377150,258902,24,8164,235,0,10,20693人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1358674,295752,247,8.5万,239,1,10,24238人,军事历史
大秦：从弃婴到千古一帝,3910130,1003604,525,88.9万,460,0,10,51955人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1289867,311763,103,1.5万,352,0,10,20797人,军事历史
快苟到仙王的我，被诸天视频曝光,1936702,366477,182,18.2万,298,1,10,28809人,玄幻奇幻
拍摄特一，百万考生报名参军,1031809,143516,18,15.4万,62,1,10,5371人,军事历史
田径：我，短跑之王,1278626,349800,87,32.1万,324,1,10,18455人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,774054,249813,85,53.2万,271,1,10,13993人,同人小说
人人一颗星球：开局打造科技文明,2641720,776552,669,8.1万,584,2,10,51869人,玄幻奇幻
四合院：我养毒宠，都别惹我,326470,28252,0,1964,40,0,10,2567人,同人小说
全球杀戮：开局觉醒sss级天赋,5119649,1838991,1347,67.3万,543,2,10,132964人,玄幻奇幻
十绝阵被破，申公豹请我出山,1960380,211054,97,3288,81,1,10,18637人,玄幻奇幻
武侠：开局娶黄蓉，签到大雪龙骑,705164,440461,46,25.5万,277,0,10,26394人,武侠仙侠
体内弹片误触警报，一身伤疤曝光,2414502,147007,224,5376,37,1,10,9208人,军事历史
我要做昏君！败坏国运我能成仙！,1722855,177137,113,21.8万,160,0,10,16759人,军事历史
全民转职：开局全点防御天赋,1071636,397139,84,42.7万,319,0,10,17607人,都市言情
长白山宣传片，你拍盗笔是什么鬼？,983008,100918,119,13.7万,81,0,10,8394人,都市言情
四合院：禽兽都滚，谁惹坑谁,461565,54545,5,6.1万,23,0,10,3612人,同人小说
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,584223,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,666516,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,798395,558,52.8万,1005,7,10,43977人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1377150,258902,24,8164,235,0,10,20693人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1358674,295753,247,8.5万,239,1,10,24238人,军事历史
大秦：从弃婴到千古一帝,3910130,1003604,525,88.9万,460,0,10,51955人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1289867,311685,103,1.5万,349,0,10,20754人,军事历史
快苟到仙王的我，被诸天视频曝光,1936702,366516,182,18.2万,298,1,10,28816人,玄幻奇幻
拍摄特一，百万考生报名参军,1030596,143416,18,15.4万,62,1,10,5370人,军事历史
田径：我，短跑之王,1278626,349800,87,32.1万,324,1,10,18455人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,774054,249813,85,53.2万,271,1,10,13993人,同人小说
人人一颗星球：开局打造科技文明,2641720,776552,669,8.1万,584,2,10,51869人,玄幻奇幻
四合院：我养毒宠，都别惹我,326470,28252,0,1964,40,0,10,2567人,同人小说
全球杀戮：开局觉醒sss级天赋,5118686,1838467,1347,67.3万,536,2,10,132936人,玄幻奇幻
十绝阵被破，申公豹请我出山,1960380,211054,97,3288,81,1,10,18637人,玄幻奇幻
武侠：开局娶黄蓉，签到大雪龙骑,705164,440461,46,25.5万,277,0,10,26394人,武侠仙侠
体内弹片误触警报，一身伤疤曝光,2414502,147007,224,5376,37,1,10,9208人,军事历史
我要做昏君！败坏国运我能成仙！,1722855,177137,113,21.8万,160,0,10,16759人,军事历史
全民转职：开局全点防御天赋,1071636,397139,84,42.7万,319,0,10,17607人,都市言情
长白山宣传片，你拍盗笔是什么鬼？,982045,100917,119,13.7万,81,0,10,8394人,都市言情
四合院：禽兽都滚，谁惹坑谁,461565,54545,5,6.1万,23,0,10,3612人,同人小说
忍界金榜：开局被曝光是宇智波,868989,101767,37,22.7万,92,1,10,10424人,同人小说
洪荒：我北海玄龟，自行撑天！,584223,27880,0,21.1万,19,0,10,3443人,武侠仙侠
让你们攻打梁山，全投降了？,1119014,229964,110,32.9万,112,0,10,15528人,军事历史
荣耀城堡：我招募天使，横扫万界,10298493,2681279,1396,33.3万,143,2,10,195234人,玄幻奇幻
我！未来时空破坏神，开局变超五,666516,211214,15,55.2万,136,0,10,8461人,同人小说
大秦：我杀敌就可以升级成神,2182741,795963,558,52.8万,996,7,10,43851人,玄幻奇幻
大明：我皇孙身份被朱元璋曝光了,20467585,6601439,14498,58.4万,305,8,10,281674人,军事历史
四合院：感谢不嫁之恩,1377150,258902,24,8164,235,0,10,20693人,同人小说
三国：金榜倒数，开局被刘备赶走,1947881,192979,84,1.1万,158,0,10,16834人,军事历史
抗战：跟着李云龙混成将军,1357711,295155,247,8.5万,236,1,10,24185人,军事历史
大秦：从弃婴到千古一帝,3910130,1003604,525,88.9万,460,0,10,51955人,军事历史
权倾朝野，皇子身份假,3307041,472330,242,52.8万,205,0,10,50216人,玄幻奇幻
大秦：公子冥王，开局镇杀荆轲,1290830,312174,104,1.5万,352,0,10,20885人,军事历史
快苟到仙王的我，被诸天视频曝光,1936702,366477,182,18.2万,298,1,10,28809人,玄幻奇幻
拍摄特一，百万考生报名参军,1031809,143516,18,15.4万,62,1,10,5371人,军事历史
田径：我，短跑之王,1278626,349800,87,32.1万,324,1,10,18455人,都市言情
我是反派啊！你们找我谈什么恋爱？,1863435,220336,350,3.2万,68,0,10,18512人,都市言情
赚够一百亿，系统才激活,8059043,1199374,247,24.6万,102,0,10,89067人,都市言情
大明：刚要造反，被封一字并肩王,2713096,157019,50,320.3万,73,0,10,11368人,军事历史
打造最强百兽团：全员幻兽种,775017,249903,85,53.2万,274,1,10,14042人,同人小说
